,scenario_id,roaduser_id,startx_axis,starty_axis,endx_axis,endy_axis,speed,max_speed,numberofcycle,start_cycle,user_type,strategy
492,22,p12,15.1179,13.4467,12.5137,26.3461,1.6865492729238598,1.7838075687980117,31.0,14.0,1,1
493,22,p13,15.6969,14.1251,13.1028,26.3985,1.3123691591926412,1.4980858908971335,33.0,14.0,1,1
494,22,p14,16.1213,14.5149,13.6158,26.1008,1.3036026465146502,1.4783621729835887,32.0,14.0,1,1
495,22,p15,14.4675,11.9132,10.6202,23.0281,1.1321492525281285,1.2955830055593258,35.0,14.0,1,1
496,22,p93,11.545,9.0708,24.9936,4.7985,1.2749377435780935,1.6146073438858153,35.0,14.0,1,1
497,22,p94,12.0396,9.8078,25.1289,5.5386,1.3393736483894252,1.7711797205206992,35.0,14.0,1,1
498,22,p95,15.8995,8.5228,14.0252,22.0993,1.2498262159196374,1.5286422976218403,35.0,14.0,1,1
499,22,p96,16.6026,8.8075,14.3488,22.5503,1.211049668675897,1.4850341021703986,35.0,14.0,1,1
500,22,p97,17.6076,10.4573,16.1939,26.2728,1.6406348649227225,1.8402926296318403,34.0,14.0,1,1
501,22,p98,21.3331,9.6068,18.9683,26.0233,1.3877017871286323,1.945411926246361,34.0,14.0,1,1
502,22,p102,20.1164,8.9858,17.5432,26.2655,1.667626759799686,2.306283289386095,35.0,14.0,1,1
503,22,p103,15.4358,8.0191,7.3485,23.6814,1.711021648022023,2.10136073229787,35.0,14.0,1,1
504,22,p104,15.1409,7.4805,8.1535,23.798000000000002,1.452041852013915,1.9903598250095131,35.0,14.0,1,1
505,22,p105,20.6732,6.9719,20.2572,16.0653,1.525140796779104,1.5175385517325946,35.0,14.0,1,1
506,22,p108,16.8892,4.7139,14.9134,15.3717,1.29651132274269,1.4014136591152944,35.0,14.0,1,1
507,22,p109,18.1589,4.4274,16.1658,15.9323,1.3664544083137207,1.571912363609365,35.0,14.0,1,1
508,22,p110,18.6615,4.1896,16.8643,15.8628,1.3473789073605091,1.6153680858774704,35.0,14.0,1,1
509,22,p111,19.2702,4.4883,17.6067,16.063,1.3255541935356698,1.5701715024127911,35.0,14.0,1,1
510,22,p112,20.0251,4.5042,19.2876,17.3637,1.5472885994538963,1.7891492859690326,35.0,14.0,1,1
511,22,p113,20.5673,4.4842,19.9626,17.3486,1.5834982854427093,1.8612912947168485,35.0,14.0,1,1
512,22,p114,16.975,3.8231,13.0299,14.4908,1.4431057792137068,1.576526622753962,35.0,16.0,1,1
513,22,p115,17.8911,4.0237,13.5983,14.4767,1.3059101653636058,1.5590959711820174,35.0,16.0,1,1
514,22,p116,18.6996,3.9559,14.2917,14.6113,1.3270616036944178,1.6168064463472223,35.0,16.0,1,1
515,22,p117,20.4086,4.6071,19.1722,16.1061,1.4080705983721131,1.7096986343552254,35.0,16.0,1,1
516,22,p118,20.869,4.6648,19.6275,16.0709,1.29410640984426,1.6633400041529662,35.0,16.0,1,1
517,22,p120,17.5945,2.7872,14.1497,13.2661,1.3665297435475017,1.5890996940994653,35.0,18.0,1,1
518,22,p121,19.2368,4.2036,15.8915,13.4473,1.3749829962584992,1.4981912461237914,35.0,18.0,1,1
519,22,p122,19.705,4.4035,16.3314,13.4164,1.2807712715391457,1.4672004769099372,35.0,18.0,1,1
520,22,p123,19.4347,3.0725,20.55,14.9005,1.4271080022198739,1.6408875937788503,35.0,18.0,1,1
521,22,p124,20.1011,3.3295,21.2296,15.0927,1.3616898398680957,1.590869027295576,35.0,18.0,1,1
522,22,p125,20.6836,3.3212,21.7931,15.1323,1.4128377861594728,1.606873690739842,35.0,18.0,1,1
523,22,p126,17.9697,4.2956,18.0564,14.7586,1.6859071208106335,1.8407633862557922,35.0,21.0,1,1
524,22,p127,18.433,4.4979,18.5521,14.8629,1.6334796754168692,1.7981876218325334,35.0,21.0,1,1
525,22,p128,18.9247,4.6888,19.0995,14.9306,1.643994659358722,1.7950505679427469,35.0,21.0,1,1
526,22,p129,20.1115,4.0491,20.1829,13.535,1.4137221403090494,1.566575370340466,35.0,21.0,1,1
527,22,p130,20.6619,4.0175,20.7736,13.5593,1.3704318151590031,1.5990309751157212,35.0,21.0,1,1
528,22,p133,17.594,3.5818,15.1194,11.5161,1.214805239534305,1.628224632480854,35.0,23.0,1,1
529,22,p134,18.2843,3.4403,15.8797,11.5111,1.4549385176013452,1.6412475413446352,35.0,23.0,1,1
530,22,p135,19.6476,3.5163,18.6028,12.1931,1.4372579900630227,1.7603789517494963,35.0,23.0,1,1
531,23,v0,32.2157,11.9941,6.2036,18.1529,4.6774,3.654660599733952,37.0,13.0,2,1
532,23,p57,19.2099,11.4863,18.0852,31.2846,1.1161978050506998,1.2441482650177897,66.0,13.0,1,1
533,23,p58,18.0971,11.7626,16.8811,31.4686,1.011421875381386,1.223424866019845,66.0,13.0,1,1
534,23,p59,16.4708,13.3753,15.6229,31.3444,1.5854694099855726,1.7620526263552903,37.0,13.0,1,1
535,23,p60,15.9076,13.2645,14.953,31.2166,1.6008015242371554,1.7236365464099936,37.0,13.0,1,1
536,23,p61,17.0194,13.9406,16.121,31.5544,1.6034643806458564,1.672416834848107,37.0,13.0,1,1
537,23,p62,16.1027,10.5533,13.4303,30.9879,1.2949989111964535,1.4994608303407677,44.0,13.0,1,1
538,23,p63,15.3962,10.3629,12.5773,31.489,1.2204821670143322,1.5497605174642786,45.0,13.0,1,1
539,23,p64,19.7904,12.3443,18.7471,30.9525,1.3934375084660238,1.538179988000946,41.0,13.0,1,1
540,23,p65,20.2476,12.4294,19.2319,31.1066,1.3049204190294517,1.530737212369188,41.0,13.0,1,1
541,23,p66,19.4752,9.8585,19.0723,31.4713,1.3075007762904005,1.6628628207716787,54.0,13.0,1,1
542,23,p67,18.7686,9.8657,18.5933,31.4466,1.3361867010264694,1.6556206009760976,54.0,13.0,1,1
